filename,label,HSV_0,HSV_1,HSV_2,HSV_3,HSV_4,HSV_5,HSV_6,HSV_7,HSV_8,HSV_9,HSV_10,HSV_11,HSV_12,HSV_13,HSV_14,HSV_15,HSV_16,HSV_17,HSV_18,HSV_19,HSV_20,HSV_21,HSV_22,HSV_23,HSV_24,HSV_25,HSV_26,HSV_27,HSV_28,HSV_29,HSV_30,HSV_31,HSV_32,HSV_33,HSV_34,HSV_35,HSV_36,HSV_37,HSV_38,HSV_39,HSV_40,HSV_41,HSV_42,HSV_43,HSV_44,HSV_45,HSV_46,HSV_47,HSV_48,HSV_49,HSV_50,HSV_51,HSV_52,HSV_53,HSV_54,HSV_55,HSV_56,HSV_57,HSV_58,HSV_59,HSV_60,HSV_61,HSV_62,HSV_63,HSV_64,HSV_65,HSV_66,HSV_67,HSV_68,HSV_69,HSV_70,HSV_71,HSV_72,HSV_73,HSV_74,HSV_75,HSV_76,HSV_77,HSV_78,HSV_79,HSV_80,HSV_81,HSV_82,HSV_83,HSV_84,HSV_85,HSV_86,HSV_87,HSV_88,HSV_89,HSV_90,HSV_91,HSV_92,HSV_93,HSV_94,HSV_95,GLCM_0,GLCM_1,GLCM_2,GLCM_3,GLCM_4,GLCM_5,GLCM_6,GLCM_7,GLCM_8,GLCM_9,GLCM_10,GLCM_11,GLCM_12,GLCM_13,GLCM_14,GLCM_15,GLCM_16,GLCM_17,GLCM_18,GLCM_19,GLCM_20,GLCM_21,GLCM_22,GLCM_23,GLCM_24,GLCM_25,GLCM_26,GLCM_27,GLCM_28,GLCM_29,GLCM_30,GLCM_31,GLCM_32,GLCM_33,GLCM_34,GLCM_35,GLCM_36,GLCM_37,GLCM_38,GLCM_39,GLCM_40,GLCM_41,GLCM_42,GLCM_43,GLCM_44,GLCM_45,GLCM_46,GLCM_47
100000_sample_ (1).jpg,100k,0.95489615,0.291464,0.00016165501,0.0,0.0051729605,0.016327156,0.0021823426,0.054073602,0.993129,0.11507464,0.019388333,0.004812212,0.0057886033,0.0044635013,0.0,0.0,0.86647886,0.01247128,0.0032095206,0.004218227,0.024667459,0.078128904,0.49179026,0.021457938,0.9718376,0.036917854,0.0010809281,0.0009146315,0.124556184,0.19406818,0.0014966697,0.031430066,0.96663123,0.2557472,0.008094716,0.009087464,0.0071783327,0.0042000883,0.0,0.00022909572,0.9712887,0.20714726,0.0012038779,0.0012841364,0.0065811994,0.0044944775,0.11653538,0.006420682,0.98223555,0.107643336,0.010281876,0.043500245,0.0012654617,0.0011863703,0.0026891062,0.14703083,0.9591756,0.27176234,0.074599825,0.020835657,0.011275767,0.0009805015,0.0,8.170846e-05,0.8885314,0.0017943732,0.010344034,0.049186934,0.18482044,0.254801,0.32984802,0.01002738,0.9860089,0.03727748,0.0006278312,0.0,0.07212211,0.13569002,0.0013341414,0.05273782,0.9456577,0.32510152,0.006319468,0.0,0.000624145,0.0,0.0,0.00054612686,0.98245096,0.14699218,0.00271616,0.0035949175,0.032913465,0.031315725,0.105291136,0.0035949175,2.744056372549029,4.047643214148399,1.7776348039215708,4.1140484429065705,6.397822342519711,4.047643214148399,3.8867187500000187,4.1140484429065705,9.99394762845853,9.196323392646807,5.630064229249035,9.283402566805155,0.87773432978296,0.8508080786226575,0.8777993369981465,0.8512650166538671,0.8433887738711225,0.8508080786226575,0.8446662969743489,0.8512650166538671,0.8187852421330764,0.8120803104996697,0.8256166468259254,0.8121140831810463,0.6096395864815678,0.6050378677642075,0.6102565649951309,0.6050524105288078,0.6023079279969075,0.6050378677642075,0.6040853695908176,0.6050524105288078,0.596333608695722,0.5951835492690798,0.5995185244457226,0.5946483952320624,0.9862436978786148,0.9797535289104301,0.991088491596286,0.9794213673356291,0.9679981179714658,0.9797535289104301,0.9805586481998807,0.9794213673356291,0.9501212582507045,0.954202343220501,0.9719009414334927,0.9537686892524445
100000_sample_ (10).jpg,100k,0.99921143,0.03960425,0.0,0.0,6.367243e-05,0.0019101729,0.00038203457,0.0020375177,0.92240983,0.37558997,0.087889425,0.019139983,0.0012016132,0.0,0.0,0.0,0.8557083,0.0034466465,0.010131052,0.020366548,0.10601049,0.363569,0.35187128,0.00010444383,0.9881935,0.06799228,0.00021956602,7.3188676e-05,0.13722877,0.004244943,0.0002927547,0.0008782641,0.9610315,0.2728372,0.04442991,0.0017208768,0.0010168818,0.0,0.0,0.0005475517,0.9752313,0.112229966,0.0016241673,0.0054409606,0.009826212,0.040198144,0.18596716,0.0,0.99995667,0.0073066372,0.00037152393,0.0,6.1920655e-05,0.00049536524,0.0006192066,0.0056967004,0.92578566,0.36454448,0.09415214,0.020369032,0.027362691,0.0,0.0,8.742074e-05,0.87876,0.0065223705,0.0062117814,0.055595443,0.17009927,0.17113458,0.40790698,0.0,0.9998702,0.016079875,0.0,0.0,0.00024833783,0.00093126687,0.0,6.208446e-05,0.99716824,0.07472661,0.008442194,0.00026381857,0.0,0.0,0.0,0.0,0.9777684,0.0012568668,0.0011090001,0.0029573336,0.0019962003,0.0173004,0.20893562,0.0,2.841452205882355,4.165782391387927,1.9038602941176503,4.241937716262964,6.3353531003937436,4.165782391387927,3.734651820866165,4.241937716262964,9.71547677865615,8.905077810155618,5.3533535079051555,9.05381610763223,0.8669197105230632,0.84189777421368,0.8700371105373986,0.8416723917082833,0.831878909006526,0.84189777421368,0.8443104921136677,0.8416723917082833,0.8085167543960368,0.8074397213858625,0.8264274220949647,0.8044355466221778,0.6266494233986591,0.6225287448342546,0.6284952525231506,0.6224816441829687,0.6194425675263463,0.6225287448342546,0.6234275419957866,0.6224816441829687,0.6132724789220297,0.6125714946893696,0.6191731861046419,0.6123976744319399,0.9857694575764508,0.9791769729930192,0.9904650992799129,0.9787963039523421,0.9683324225371659,0.9791769729930192,0.9813321571884223,0.9787963039523421,0.9515300069605185,0.9556568677266859,0.9732924062114904,0.9549162204084124
100000_sample_ (11).jpg,100k,0.9996446,0.025589686,0.0014568386,0.004560538,0.0006334081,0.00012668161,6.3340805e-05,0.0057006725,0.97355014,0.20900215,0.07130001,0.05853345,0.0028905408,0.0,0.0,0.00024087839,0.93735105,0.0032609815,0.0032609815,0.0042573926,0.06395147,0.1819809,0.2900462,0.0,0.9994932,0.011766225,0.00038160733,6.360122e-05,0.00012720244,0.00038160733,0.00025440488,0.029574567,0.99203455,0.10968388,0.056589887,0.014056433,0.020902572,0.0,0.0,0.0,0.9557018,0.0020014697,0.0026686264,0.002168259,0.012926159,0.1245081,0.26636228,0.0,0.99539083,0.09583558,0.002477929,0.002477929,0.0,0.00020091317,0.00026788423,0.0006027395,0.9827657,0.12266449,0.10285132,0.090045236,0.020940753,0.00016108272,0.0,0.00016108272,0.9733595,0.0026864444,0.003119742,0.061094947,0.12981594,0.10269151,0.1463679,0.000693276,0.9910967,0.13292912,0.0056979544,0.0025710282,0.000555898,0.0011812833,0.0004169235,0.0040302607,0.9754517,0.20638716,0.07665147,0.003940751,0.0026271672,0.000618157,0.0,0.0003090785,0.9259404,0.0024182755,0.0021591745,0.004145615,0.0058729546,0.114781715,0.35971847,0.0,2.3838235294117767,3.5012995001922342,1.5985906862745112,3.750803537101119,5.601008858267732,3.5012995001922342,3.632966289370093,3.750803537101119,8.757627223320211,8.21250542501088,5.514173666007918,8.67868435736873,0.8840303463007595,0.8636026047019665,0.8904221327203408,0.8641233016053905,0.8493546065731931,0.8636026047019665,0.8613354718812618,0.8641233016053905,0.8267857423643802,0.8244303217824562,0.8424541205423701,0.8250846778445982,0.6637661651770576,0.6608635878400957,0.6656936262189027,0.6605058455856853,0.6581533409997785,0.6608635878400957,0.6620713773654471,0.6605058455856853,0.6529245893784016,0.6528235896390612,0.6587057748856119,0.6521039065284737,0.9878635284587318,0.9822108954097403,0.9918612891723173,0.9809432365282249,0.9715431002046913,0.9822108954097403,0.9815420828153598,0.9809432365282249,0.9555970359026283,0.9584452582333447,0.9720420098875129,0.9560864232434534
100000_sample_ (12).jpg,100k,0.99587214,0.090479076,6.6922395e-05,0.0,0.00080306875,0.0022084392,0.00020076719,0.006826084,0.9185395,0.393328,0.03898443,0.007630995,0.00041472798,0.0,0.0,8.29456e-05,0.71979976,0.0035778144,0.0068731694,0.0065907105,0.0156294,0.10338,0.68618715,0.00056491804,0.89635706,0.036778815,0.0007591957,0.00016871016,0.44176754,0.00565179,0.00016871016,0.0004217754,0.8752367,0.48329315,0.0196351,0.00042135408,0.0015168748,0.0,0.0,0.0005898957,0.91525143,0.39007598,0.0019893008,0.0023352662,0.0019028096,0.004930007,0.10058943,0.0,0.9998889,0.014335771,0.00018698833,0.0,0.0016828949,0.0019322126,0.0,0.0031788014,0.92965025,0.36599228,0.03845571,0.01640998,0.0072104456,0.0,0.0,0.00016575737,0.64146227,0.0053101177,0.0037653563,0.01245464,0.03504678,0.12840831,0.75538844,0.0,0.97390574,0.0065974738,0.00044477353,0.00014825784,0.22676036,0.0065974738,7.412892e-05,0.0,0.97511744,0.21785742,0.04102265,7.540928e-05,0.0009803207,0.0,0.0,0.00045245572,0.9829363,0.17730439,0.001708421,0.0008913501,0.0008913501,0.0045310296,0.04872714,0.0,3.092953431372564,4.540038446751245,1.9110294117647106,4.3982775855440135,6.837844488189016,4.540038446751245,3.8866879921260034,4.3982775855440135,10.538537549407115,9.895901791803592,5.701611907114638,9.582460164920356,0.8715112034491352,0.8507565698268451,0.8758755079101859,0.850343261193531,0.8385431367108738,0.8507565698268451,0.8503390909672398,0.850343261193531,0.8166254908932566,0.8167359802842088,0.8346128235988336,0.8172895206614059,0.5605832492544431,0.5551408559323442,0.5615895510371374,0.5555456318948051,0.5520117188828,0.5551408559323442,0.5549187665773914,0.5555456318948051,0.5451756846361302,0.5438193059793089,0.5498878959645516,0.5440225082309548,0.9857053325710191,0.9790566012622821,0.9911678172677645,0.9797105504031293,0.9684569513438317,0.9790566012622821,0.9820706673486452,0.9797105504031293,0.9514766561337061,0.9545193581959419,0.9737476595909036,0.9559599066834534
100000_sample_ (13).jpg,100k,0.9995831,0.025322856,0.001913566,0.0043374165,0.0,0.00012757107,0.00076542643,0.013012249,0.9746367,0.20569858,0.05948298,0.063662864,0.013423862,0.0,0.0,8.038241e-05,0.9368622,0.0027880126,0.0027880126,0.0032376922,0.042809486,0.20505384,0.27997044,0.0,0.9991907,0.019078856,0.0010312896,0.000644556,0.0,0.000322278,0.0003867336,0.035386123,0.9895611,0.13309497,0.046361413,0.019224828,0.023143737,0.0,0.0,7.394165e-05,0.9520932,0.0019994956,0.0021661203,0.0045821774,0.009497604,0.10922245,0.28542802,0.0,0.995449,0.09524709,0.0028072826,0.001069441,6.684006e-05,0.00026736024,0.0,0.00020052018,0.9869609,0.11155996,0.08617693,0.073642105,0.024756283,0.00031337066,0.0,0.00015668533,0.9747514,0.0026232568,0.002792499,0.042987563,0.08411346,0.10831512,0.17085017,0.0,0.9920977,0.124885716,0.011554523,0.0033210604,0.00013837752,0.00096864265,0.00020756628,0.00041513256,0.97478896,0.19826216,0.10218488,0.0057943915,0.0018009596,7.830259e-05,0.0,0.0,0.9290388,0.0025880923,0.002329283,0.002933171,0.005003645,0.122503035,0.34904736,0.0,2.30530024509805,3.472695117262593,1.5800245098039243,3.660469050365248,5.602208415354344,3.472695117262593,3.655880905511829,3.660469050365248,8.890038290513868,8.320881641763325,5.581274703557338,8.678777357554736,0.891787039972106,0.87145911631167,0.8975189327459321,0.8714904867799587,0.8581102785516165,0.87145911631167,0.8677447486320142,0.8714904867799587,0.8361790767127585,0.8329373832942163,0.8493984697216321,0.833671945625003,0.6698478353857571,0.6669371662338771,0.6716839662172217,0.6665795133152924,0.6641771275631572,0.6669371662338771,0.6678961824307612,0.6665795133152924,0.658921909747079,0.6588412729024221,0.6644597179558586,0.6581994235289321,0.9883236642493471,0.9824474926469172,0.9919971827053935,0.9814984017448337,0.9716842404596945,0.9824474926469172,0.9815217433994881,0.9814984017448337,0.9551602166716402,0.9581172275040793,0.9718490359405302,0.9563157759888297
100000_sample_ (14).jpg,100k,0.99390465,0.11017818,0.0,0.0,0.00033838506,0.0006090931,6.7677014e-05,0.0037222358,0.9363268,0.3498931,0.02894277,0.0054015755,0.00024186159,0.0,0.0,8.062053e-05,0.7609431,0.005784837,0.004836503,0.007302171,0.020484012,0.11655024,0.6378494,0.0,0.9155228,0.063518144,0.00016893123,0.0,0.39715734,0.007010646,0.0,0.00050679373,0.87656695,0.4802188,0.031918377,0.0007640037,0.000848893,0.0,0.0,0.00050933583,0.9179511,0.368527,0.0022147056,0.0026576465,0.0030119994,0.0107191745,0.14634773,0.0,0.999962,0.0070642415,0.00012393406,0.0,0.0014872088,0.0016111429,0.00043376922,0.0045855604,0.9558065,0.28811315,0.05597719,0.016212415,0.0053234794,0.0,0.0,8.065878e-05,0.8289325,0.0041451445,0.003373955,0.014556206,0.029690804,0.16542019,0.5332777,0.0,0.99481314,0.011363461,0.0002721787,0.0,0.10084221,0.0069405567,0.00034022337,0.0002721787,0.988914,0.14737672,0.018077834,0.0011298646,0.00091801496,0.0,0.0,0.0005649323,0.9831879,0.0891936,0.0015246769,0.0022870153,0.002439483,0.011511311,0.15887134,0.0,3.0008578431372683,4.386958861976149,2.000735294117651,4.486551326412917,6.679226131889806,4.386958861976149,4.125676673228375,4.486551326412917,10.324512104743123,9.609647219294445,6.006145009881429,9.784487568975171,0.8812663933106389,0.8586207482587346,0.8836593156762956,0.8572877371462482,0.8473671376315087,0.8586207482587346,0.8559503250405411,0.8572877371462482,0.8249510714945886,0.8243944382386318,0.8394794264058676,0.822996291212427,0.593598023994654,0.5885960866942922,0.5942028249473729,0.5884736548825241,0.5859665531594367,0.5885960866942922,0.5879243328194043,0.5884736548825241,0.579768020074783,0.5780037567352273,0.5829968320982034,0.578052570920361,0.9859316394380521,0.979474049411036,0.990620326927171,0.979008070570483,0.9687491019969403,0.979474049411036,0.9806967007310812,0.979008070570483,0.951789038776762,0.9552143708237911,0.9719539266131979,0.9543995297700927
100000_sample_ (15).jpg,100k,0.999369,0.033282373,0.0021803482,0.0027574992,0.00025651156,0.00070540677,0.00025651156,0.011863659,0.97213143,0.2232003,0.058291502,0.041761078,0.00039546474,0.0,0.0,7.909295e-05,0.90809083,0.0030472847,0.0021902358,0.0019045529,0.073896654,0.22711794,0.34396225,0.0,0.99930465,0.00302527,0.0,0.0,0.013452797,0.004312619,0.0001287349,0.034372218,0.99266255,0.11603012,0.022850102,0.02192471,0.012457221,0.0,0.0,0.0003559206,0.96140945,0.005394649,0.0019088758,0.001244919,0.023570467,0.119761206,0.24649397,0.0,0.9826984,0.18513669,0.003379194,0.0035948872,7.1897746e-05,0.0008627729,0.0005032842,0.0017255459,0.9702012,0.18579222,0.10390477,0.11516747,0.011432065,0.0005927737,0.0,0.00033872784,0.9408741,0.003128751,0.005181994,0.10129331,0.16034849,0.15682864,0.23270085,0.0015643755,0.9909811,0.1330762,0.015508093,0.0005588502,0.00020956883,0.0019559755,0.00090813154,0.0013272691,0.98230666,0.18474609,0.030571079,0.0027125417,0.0007331194,7.331194e-05,0.0,0.0,0.9632679,0.0017259921,0.0027944634,0.0030410336,0.005095786,0.14251763,0.2275022,0.0006575208,2.471476715686278,3.721953094963468,1.5348345588235333,3.656009227220299,5.908280019685068,3.721953094963468,3.6219242125984437,3.656009227220299,9.232954545454593,8.855756711513427,5.51077692687748,8.76570153140307,0.8850414676381076,0.8626369544942561,0.8939407158185682,0.8643210953633017,0.8499575441408544,0.8626369544942561,0.8642181082254677,0.8643210953633017,0.8270640871223369,0.821334077331467,0.8424273699327121,0.8219465504994381,0.640883537489357,0.6372787997349145,0.642807164763937,0.6373408861985318,0.6346945939967032,0.6372787997349145,0.6387332547618241,0.6373408861985318,0.6293052107183902,0.6283166508843714,0.6351743768407977,0.6284316103874821,0.9880194731158635,0.9819919024184786,0.9925598624587554,0.9823109616798202,0.9714139079071346,0.9819919024184786,0.9824760067651235,0.9823109616798202,0.955412740325934,0.9573138418792649,0.9733876690679152,0.9577479221936878
100000_sample_ (16).jpg,100k,0.998555,0.053521723,0.0,0.0,0.00012927952,0.00090495666,0.0014220747,0.004524783,0.9350765,0.35054082,0.052035328,0.006730121,0.0003282986,0.0,0.0,0.0,0.9190467,0.0066966973,0.012293937,0.034982745,0.21569362,0.28216085,0.16671777,0.0,0.9857665,0.10473722,0.0004524286,7.5404765e-05,0.13120429,0.0055799526,0.0006786429,0.0069372384,0.97521883,0.20221074,0.08974216,0.0015512906,0.0016288551,0.0,0.0,0.0004653872,0.95926356,0.12056364,0.0020305456,0.0029612123,0.005499394,0.044333577,0.25153384,0.0,0.99965674,0.015517702,6.333756e-05,0.0,6.333756e-05,0.00069671316,0.0006333756,0.021091407,0.97866845,0.20091416,0.038587674,0.011242078,0.015040077,0.0,0.0,7.5959986e-05,0.95619917,0.00327061,0.0166256,0.041155174,0.23521137,0.13418587,0.10184316,0.0,0.9986493,0.0216014,0.0007311243,6.6465844e-05,0.04346866,0.006247789,0.0007975901,0.01741405,0.9939395,0.1091192,0.013298903,0.0003409975,0.0004773965,0.0,0.0,0.0002045985,0.9467482,0.04003007,0.0023837208,0.0022193263,0.002137129,0.035755813,0.31744587,0.0,2.9308210784313875,4.0100884275278705,1.735079656862749,4.296163014225281,6.447188730314992,4.0100884275278705,3.7826956200787585,4.296163014225281,9.794466403162076,8.833095666191358,5.496016551383408,9.295368590737192,0.8811139852586404,0.8607435802793483,0.8881240328795805,0.8588408443754232,0.8450927700296093,0.8607435802793483,0.8573379306916504,0.8588408443754232,0.8219672350055113,0.8229981527932312,0.8406980532783629,0.8216176697441144,0.6362208079777858,0.6323607740384568,0.6378304039381366,0.6321609201896607,0.6292633375423766,0.6323607740384568,0.632613627743472,0.6321609201896607,0.6236709044755856,0.6227485033975346,0.6283310504859708,0.6227758863591445,0.9843048339800532,0.978569494053651,0.9907082818965974,0.9770406691306794,0.9655455486574857,0.978569494053651,0.9797848787064783,0.9770406691306794,0.947765766564484,0.9529887155368142,0.9706895506407849,0.9505284179495658
100000_sample_ (17).jpg,100k,0.65253663,0.05666913,0.0028054025,0.39544952,0.63761187,0.0026931863,0.0011221609,0.08966066,0.9685346,0.24870309,0.0093581835,0.0,0.0,0.0,0.0,0.0,0.7236648,0.6682044,0.0021648093,0.0016493784,0.025256107,0.07133562,0.14700085,0.049687527,0.9239097,0.021586675,0.032286156,0.33337334,0.178137,0.002534088,0.0011262613,0.04476889,0.987648,0.15437151,0.026230257,0.0057333894,0.0002150021,0.0,0.0,0.0,0.996402,0.040472116,0.001146113,0.005515669,0.01733496,0.055013426,0.044984937,0.012750507,0.5594905,0.097199164,0.002164792,0.7616821,0.31010646,0.008550929,0.00075767725,0.033446036,0.999563,0.027147837,0.010642462,0.0040148213,0.0027402746,0.0,0.0,0.0,0.54699934,0.82512647,0.00106045,0.001253259,0.0038561816,0.018895289,0.052636877,0.12966411,0.91776115,0.08557698,0.031989705,0.38387644,0.039580483,9.03664e-05,0.0007229312,0.020965004,0.99329716,0.11484118,0.012576861,0.0017868765,0.0032988489,0.00020617805,0.0,0.0,0.98543525,0.15070722,0.000856291,0.0012455141,0.0025688729,0.037521113,0.04234748,0.05472478,1.9168811274509898,2.780346020761242,1.2753370098039247,2.8583775470972657,4.312838336614204,2.780346020761242,2.4756243848425266,2.8583775470972657,6.71149333003956,5.894801289602598,3.3699975296442806,6.092085684171405,0.8806112682639995,0.8625470335856193,0.8870522782386591,0.8648348999545997,0.8505128238033002,0.8625470335856193,0.8657332369714297,0.8648348999545997,0.8276823654809157,0.8321028279371352,0.8526446027688983,0.8325445958080226,0.37845826336845306,0.37427905224709546,0.3835700572714701,0.37537445493631433,0.367972853855083,0.37427905224709546,0.37940560984434457,0.37537445493631433,0.3591411435421799,0.3643694443399254,0.37636288619372577,0.36447467303348713,0.9831302741304057,0.9756152678396842,0.9887881224815829,0.9749309005503062,0.9621347050559496,0.9756152678396842,0.9783111263503441,0.9749309005503062,0.941215574167457,0.9486012511527597,0.9705777416888668,0.9468810623711937
100000_sample_ (18).jpg,100k,0.5891812,0.04255296,0.004166644,0.8068218,0.008687896,0.000354608,0.00026595598,0.00044326,0.6174162,0.78573847,0.037571143,0.00087988627,0.0,0.0,0.0,0.0,0.91226566,0.35068175,0.001706942,0.0018966022,0.009672672,0.048647847,0.20426406,0.024561,0.5804015,0.021626987,0.098296046,0.8079953,0.012159378,9.281968e-05,0.0,0.00018563936,0.5625,0.82240754,0.08464631,0.0067825564,0.005335611,0.0,0.0,0.0,0.99514663,0.0067010866,0.0011991418,0.0016223683,0.009169908,0.06094462,0.07625131,0.0046554916,0.43497407,0.04503698,0.06768819,0.89675796,0.0025659576,8.84813e-05,8.84813e-05,0.0024774764,0.602073,0.7973495,0.04158012,0.0031780982,0.0015007686,0.000706244,0.0,0.0,0.83645254,0.5304149,9.451441e-05,0.0006616009,0.008506297,0.037333194,0.1324147,0.0026464036,0.5024938,0.059590608,0.24943501,0.82561177,0.009462022,0.0,0.0,0.002617155,0.57930845,0.813671,0.04838567,0.0,0.0,0.0,0.0,0.0,0.99363256,0.091651715,0.00065413595,0.0023984986,0.010684221,0.03445116,0.05458401,0.0027619074,1.6854473039215754,2.291395617070353,0.9649816176470608,2.3424529027297223,3.7047859251968656,2.291395617070353,1.8285402312992167,2.3424529027297223,5.673388092885381,4.876418252836523,2.6103168231225364,4.96297042594086,0.8927569209209353,0.8787327350880759,0.9043769036801058,0.8782598281612427,0.8660136333995639,0.8787327350880759,0.8840005198169629,0.8782598281612427,0.8473069209287034,0.8495559885841484,0.8716054944650533,0.8489322999739966,0.43350965662465457,0.4299553421900643,0.4391019537675773,0.4302846866383643,0.42388171072638314,0.4299553421900643,0.43351396653768076,0.4302846866383643,0.41610942265669265,0.41901816848535933,0.42961292196672285,0.4195719394446798,0.9835982388679247,0.9777780457107085,0.9906188637379202,0.9772828921634096,0.9640347234831427,0.9777780457107085,0.9822850456050438,0.9772828921634096,0.9450576579270739,0.9529859544332052,0.9747987442113584,0.952151496107596
